Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Avg Vap Pres (kPa),qc,Max Air Temp (C),qc,Min Air Temp (C),qc,Avg Air Temp (C),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (C),qc,Avg Wind Speed (m/s),qc,Wind Run (km),qc,Avg Soil Temp (C),qc
226,Woodland,Sacramento Valley,9/2/2025,245,5.70, ,0.00, ,233, ,1.5, ,38.8, ,19.8,Y,27.5, ,61, ,22, ,41, ,13.1, ,1.8, ,156.5, ,,S
226,Woodland,Sacramento Valley,9/3/2025,246,5.40, ,0.00, ,257, ,1.4, ,35.4, ,16.3, ,25.1, ,77, ,17, ,43, ,11.7, ,1.5, ,133.3, ,,S
226,Woodland,Sacramento Valley,9/4/2025,247,5.64, ,0.00, ,266, ,1.4, ,33.3, ,14.9, ,22.5, ,75, ,21, ,51, ,11.8, ,2.2, ,194.2, ,,S
226,Woodland,Sacramento Valley,9/5/2025,248,4.96, ,0.00, ,263, ,1.5, ,31.8, ,12.9, ,21.2, ,86, ,35, ,61, ,13.3, ,1.7, ,150.9, ,,S
226,Woodland,Sacramento Valley,9/6/2025,249,5.09, ,0.00, ,263, ,1.5, ,30.6, ,13.4, ,21.2, ,83, ,34, ,58, ,12.8, ,1.9, ,160.9, ,,S
226,Woodland,Sacramento Valley,9/7/2025,250,4.78, ,0.00, ,258, ,1.5, ,31.0, ,13.4, ,21.5, ,83, ,32, ,57, ,12.6, ,1.6, ,142.1, ,,S
226,Woodland,Sacramento Valley,9/8/2025,251,5.12, ,0.00, ,255, ,1.5, ,29.6, ,14.0, ,22.0, ,79, ,39, ,58, ,13.3, ,2.1, ,181.3, ,,S
226,Woodland,Sacramento Valley,9/9/2025,252,3.45, ,0.00, ,184, ,1.7, ,26.7, ,16.0, ,20.8, ,86, ,50, ,68, ,14.8, ,2.3, ,196.0, ,,S
226,Woodland,Sacramento Valley,9/10/2025,253,3.15, ,0.00, ,180, ,1.6, ,26.5, ,13.9, ,19.8, ,87, ,50, ,70, ,14.1, ,1.4, ,124.2, ,,S
226,Woodland,Sacramento Valley,9/11/2025,254,4.09, ,0.00, ,235, ,1.6, ,29.4, ,13.6, ,21.0, ,86, ,37, ,63, ,13.6, ,1.2, ,100.8, ,,S
226,Woodland,Sacramento Valley,9/12/2025,255,4.47, ,0.00, ,227, ,1.6, ,31.4, ,13.6, ,22.8, ,81, ,36, ,57, ,13.8, ,1.5, ,129.4, ,,S
226,Woodland,Sacramento Valley,9/13/2025,256,4.40, ,0.00, ,228, ,1.6, ,31.1, ,15.3, ,22.3, ,83, ,36, ,59, ,14.0, ,1.9, ,160.6, ,,S
226,Woodland,Sacramento Valley,9/14/2025,257,4.19, ,0.00, ,234, ,1.5, ,32.6, ,13.5, ,22.0, ,81, ,30, ,57, ,13.0, ,1.3, ,112.8, ,,S
226,Woodland,Sacramento Valley,9/15/2025,258,4.76, ,0.00, ,235, ,1.4, ,34.8, ,13.5, ,23.7, ,83, ,19, ,47, ,11.5, ,1.4, ,118.9, ,,S
226,Woodland,Sacramento Valley,9/16/2025,259,4.62, ,0.00, ,229, ,1.3, ,36.6, ,14.6, ,25.0, ,65, ,20, ,42, ,11.1, ,1.2, ,101.2, ,,S
226,Woodland,Sacramento Valley,9/17/2025,260,5.01, ,0.00, ,233, ,1.3, ,37.9, ,16.2, ,26.5, ,69, ,16, ,38, ,10.8, ,1.3, ,108.6, ,,S
226,Woodland,Sacramento Valley,9/18/2025,261,4.14, ,0.00, ,151, ,1.4, ,32.5, ,20.5,Y,25.2, ,55, ,27, ,42, ,11.5, ,2.4, ,208.2, ,,S
226,Woodland,Sacramento Valley,9/19/2025,262,1.77, ,0.00, ,77, ,1.7, ,25.6, ,18.2,Y,21.8, ,79, ,47, ,63, ,14.6, ,2.2, ,187.4, ,,S
226,Woodland,Sacramento Valley,9/20/2025,263,4.06, ,0.00, ,214, ,1.7, ,31.9, ,15.9, ,23.6, ,85, ,35, ,58, ,14.8, ,1.3, ,108.2, ,,S
226,Woodland,Sacramento Valley,9/21/2025,264,4.18, ,0.00, ,217, ,1.6, ,34.6, ,15.9, ,24.2, ,78, ,32, ,54, ,14.2, ,1.2, ,104.2, ,,S
226,Woodland,Sacramento Valley,9/22/2025,265,4.87, ,0.00, ,223, ,1.4, ,35.6, ,16.6, ,25.4, ,76, ,22, ,45, ,12.4, ,1.6, ,140.9, ,,S
226,Woodland,Sacramento Valley,9/23/2025,266,5.02, ,0.00, ,222, ,1.2, ,37.4, ,16.4, ,26.0, ,62, ,15, ,37, ,10.2, ,1.6, ,134.8, ,,S
226,Woodland,Sacramento Valley,9/24/2025,267,2.49, ,0.00, ,88, ,1.3, ,30.5, ,15.7, ,22.8, ,68, ,20, ,48, ,11.2, ,2.0, ,171.8, ,,S
226,Woodland,Sacramento Valley,9/25/2025,268,4.11, ,0.10, ,193, ,1.6, ,32.2, ,16.8, ,24.1, ,68, ,29, ,52, ,13.6, ,1.9, ,161.6, ,,S
226,Woodland,Sacramento Valley,9/26/2025,269,4.36, ,0.50, ,217, ,1.4, ,35.7, ,13.3, ,23.0, ,83, ,19, ,49, ,11.8, ,1.4, ,118.5, ,,S
226,Woodland,Sacramento Valley,9/27/2025,270,4.37, ,0.00, ,213, ,1.4, ,31.1, ,14.2, ,21.8, ,73, ,32, ,53, ,11.8, ,2.2, ,193.6, ,,S
226,Woodland,Sacramento Valley,9/28/2025,271,2.05, ,0.00, ,110, ,1.5, ,23.6, ,15.0, ,19.5, ,79, ,57, ,67, ,13.2, ,2.3, ,198.9, ,,S
226,Woodland,Sacramento Valley,9/29/2025,272,1.91, ,0.00, ,98, ,1.6, ,23.5, ,17.7, ,20.1, ,78, ,52, ,68, ,13.9, ,2.3, ,196.0, ,,S
226,Woodland,Sacramento Valley,9/30/2025,273,2.86, ,0.00, ,147, ,1.6, ,25.6, ,16.4, ,19.8, ,87, ,47, ,67, ,13.6, ,2.5, ,216.6, ,,S
226,Woodland,Sacramento Valley,10/1/2025,274,2.58, ,1.20, ,140, ,1.5, ,25.1, ,15.7, ,19.5, ,82, ,50, ,68, ,13.3, ,2.0, ,172.6, ,,S
226,Woodland,Sacramento Valley,10/2/2025,275,1.78, ,2.20, ,114, ,1.6, ,23.5, ,15.5, ,18.9, ,87, ,48, ,72, ,13.7, ,1.2, ,104.1, ,,S
226,Woodland,Sacramento Valley,10/3/2025,276,2.05, ,0.60, ,135, ,1.5, ,23.8, ,12.3, ,17.3, ,90, ,46, ,74, ,12.7, ,1.4, ,124.8, ,,S
226,Woodland,Sacramento Valley,10/4/2025,277,3.18, ,0.00, ,196, ,1.2, ,27.5, ,10.6, ,18.2, ,88, ,30, ,59, ,10.1, ,0.9, ,74.0, ,,S
226,Woodland,Sacramento Valley,10/5/2025,278,3.24, ,0.00, ,195, ,1.2, ,27.5, ,11.8, ,19.5, ,78, ,33, ,52, ,9.3, ,0.7, ,62.9, ,,S
226,Woodland,Sacramento Valley,10/6/2025,279,4.11, ,0.00, ,195, ,0.9, ,30.8, ,16.6, ,22.1, ,52, ,22, ,35, ,6.1, ,1.2, ,104.3, ,,S
226,Woodland,Sacramento Valley,10/7/2025,280,4.35, ,0.10, ,196, ,0.9, ,33.5, ,13.9, ,22.7, ,60, ,18, ,34, ,6.1, ,1.4, ,120.3, ,,S
226,Woodland,Sacramento Valley,10/8/2025,281,3.61, ,0.00, ,192, ,1.2, ,27.9, ,11.8, ,18.6, ,74, ,36, ,56, ,9.7, ,1.8, ,151.3, ,,S
226,Woodland,Sacramento Valley,10/9/2025,282,2.46, ,0.00, ,143, ,1.3, ,23.8, ,13.1, ,17.3, ,87, ,42, ,68, ,11.3, ,1.7, ,147.6, ,,S
226,Woodland,Sacramento Valley,10/10/2025,283,3.42, ,0.20, ,180, ,1.2, ,24.4, ,11.1, ,17.8, ,83, ,36, ,57, ,9.3, ,1.9, ,161.4, ,,S
226,Woodland,Sacramento Valley,10/11/2025,284,3.11, ,0.00, ,187, ,1.0, ,23.5, ,9.7, ,16.5, ,78, ,34, ,55, ,7.3, ,1.2, ,106.2, ,,S
226,Woodland,Sacramento Valley,10/12/2025,285,3.70, ,0.00, ,186, ,0.9, ,25.8, ,10.6, ,17.7, ,67, ,24, ,44, ,5.2, ,2.0, ,170.6, ,,S
226,Woodland,Sacramento Valley,10/13/2025,286,1.91,R,23.60, ,112, ,1.0, ,21.2, ,10.7, ,13.8, ,91, ,42, ,66, ,7.5, ,2.3, ,200.4, ,,S
226,Woodland,Sacramento Valley,10/14/2025,287,0.01,R,8.50, ,27, ,1.3, ,12.9,R,11.0, ,12.1,Y,94, ,91, ,93,Y,10.9,Y,1.8, ,151.8, ,,S
226,Woodland,Sacramento Valley,10/15/2025,288,1.24, ,0.70, ,106, ,1.3, ,18.4,Y,11.0, ,13.5, ,94, ,70, ,87, ,11.4, ,1.6, ,133.9, ,,S
226,Woodland,Sacramento Valley,10/16/2025,289,2.56, ,0.20, ,177, ,1.3, ,23.0, ,8.3, ,14.8, ,91, ,51, ,78, ,10.9, ,1.4, ,118.2, ,,S
226,Woodland,Sacramento Valley,10/17/2025,290,2.31, ,0.10, ,168, ,1.4, ,24.0, ,8.6, ,15.3, ,93, ,48, ,80, ,11.8, ,0.9, ,78.3, ,,S
226,Woodland,Sacramento Valley,10/18/2025,291,2.43, ,0.20, ,167, ,1.5, ,26.8, ,10.9, ,17.3, ,92, ,41, ,74, ,12.6, ,0.9, ,76.9, ,,S
226,Woodland,Sacramento Valley,10/19/2025,292,2.50, ,0.10, ,168, ,1.4, ,27.8, ,11.0, ,18.6, ,91, ,35, ,68, ,12.5, ,0.9, ,77.9, ,,S
226,Woodland,Sacramento Valley,10/20/2025,293,3.45, ,0.00, ,172, ,1.0, ,28.1, ,12.1, ,19.2, ,78, ,23, ,46, ,7.4, ,2.0, ,175.7, ,,S
226,Woodland,Sacramento Valley,10/21/2025,294,2.93, ,0.10, ,168, ,1.1, ,29.4, ,9.9, ,18.2, ,81, ,27, ,53, ,8.4, ,1.3, ,116.3, ,,S
226,Woodland,Sacramento Valley,10/22/2025,295,1.01, ,0.00, ,71, ,1.4, ,21.6, ,12.2, ,16.8, ,83, ,56, ,72, ,11.8, ,1.5, ,133.6, ,,S
226,Woodland,Sacramento Valley,10/23/2025,296,2.12,R,0.00, ,159, ,1.4, ,23.9, ,10.2, ,16.2, ,91, ,53, ,78, ,12.3, ,0.6, ,54.3, ,,S
226,Woodland,Sacramento Valley,10/24/2025,297,1.69,R,0.20, ,134, ,1.4, ,22.5, ,10.7, ,15.1, ,94, ,53, ,82, ,12.0, ,0.8, ,71.3, ,,S
226,Woodland,Sacramento Valley,10/25/2025,298,0.92, ,0.00, ,64, ,1.5, ,19.8, ,13.4, ,16.0, ,87, ,67, ,82, ,12.9, ,2.9, ,247.7, ,,S
226,Woodland,Sacramento Valley,10/26/2025,299,1.67, ,0.00, ,97, ,1.4, ,20.9, ,11.4, ,15.6, ,89, ,61, ,79, ,11.9, ,3.0, ,261.1, ,,S
226,Woodland,Sacramento Valley,10/27/2025,300,2.24, ,0.30, ,156, ,1.1, ,22.0, ,11.3, ,15.4, ,93, ,36, ,63, ,8.4, ,1.5, ,128.0, ,,S
226,Woodland,Sacramento Valley,10/28/2025,301,2.06,R,0.00, ,153, ,1.0, ,25.6, ,7.3, ,15.0, ,77, ,35, ,58, ,6.7, ,0.5, ,39.0, ,,S
226,Woodland,Sacramento Valley,10/29/2025,302,2.23,R,0.10, ,152, ,1.2, ,28.8, ,9.8, ,17.6, ,83, ,33, ,61, ,10.1, ,0.6, ,49.9, ,,S
226,Woodland,Sacramento Valley,10/30/2025,303,2.06,R,0.00, ,149, ,1.4, ,27.5, ,8.7, ,16.9, ,89, ,41, ,70, ,11.5, ,0.5, ,39.0, ,,S
226,Woodland,Sacramento Valley,10/31/2025,304,2.12,R,0.00, ,150, ,1.3, ,29.5, ,8.9, ,17.2, ,91, ,32, ,65, ,10.6, ,0.5, ,44.6, ,,S
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
