Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Avg Vap Pres (kPa),qc,Max Air Temp (C),qc,Min Air Temp (C),qc,Avg Air Temp (C),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (C),qc,Avg Wind Speed (m/s),qc,Wind Run (km),qc,Avg Soil Temp (C),qc
235,Verona,Sacramento Valley,9/2/2025,245,4.79, ,0.00, ,223, ,1.8, ,36.0, ,15.1, ,24.2, ,92, ,35, ,61, ,16.0, ,2.0, ,173.8, ,24.9, 
235,Verona,Sacramento Valley,9/3/2025,246,4.80, ,0.00, ,259, ,1.7, ,34.8, ,13.9, ,23.2, ,88, ,36, ,59, ,14.7, ,1.4, ,121.5, ,24.9, 
235,Verona,Sacramento Valley,9/4/2025,247,5.14, ,0.00, ,265, ,1.6, ,31.8, ,14.3, ,21.2, ,86, ,32, ,62, ,13.6, ,2.7, ,233.5, ,24.5, 
235,Verona,Sacramento Valley,9/5/2025,248,4.65, ,0.00, ,265, ,1.6, ,29.7, ,12.5, ,20.0, ,94, ,44, ,69, ,14.1, ,2.2, ,186.5, ,23.8, 
235,Verona,Sacramento Valley,9/6/2025,249,5.20, ,0.00, ,266, ,1.5, ,29.3, ,13.6, ,20.1, ,93, ,39, ,66, ,13.4, ,3.2, ,278.4, ,23.5, 
235,Verona,Sacramento Valley,9/7/2025,250,4.59, ,0.00, ,261, ,1.5, ,31.3, ,12.9, ,20.5, ,92, ,36, ,63, ,13.2, ,2.0, ,171.2, ,23.2, 
235,Verona,Sacramento Valley,9/8/2025,251,5.21, ,0.00, ,260, ,1.6, ,29.4, ,14.1, ,21.5, ,89, ,39, ,62, ,14.0, ,2.9, ,248.9, ,23.3, 
235,Verona,Sacramento Valley,9/9/2025,252,3.75, ,0.00, ,203, ,1.7, ,26.9, ,15.3, ,20.4, ,91, ,48, ,70, ,14.8, ,2.5, ,217.6, ,23.4, 
235,Verona,Sacramento Valley,9/10/2025,253,3.80, ,0.00, ,210, ,1.6, ,26.9, ,14.2, ,19.5, ,93, ,48, ,72, ,14.3, ,2.4, ,207.3, ,23.0, 
235,Verona,Sacramento Valley,9/11/2025,254,4.23, ,0.00, ,245, ,1.6, ,29.7, ,11.5, ,19.7, ,95, ,41, ,69, ,13.9, ,1.4, ,123.6, ,22.9, 
235,Verona,Sacramento Valley,9/12/2025,255,4.48, ,0.00, ,245, ,1.6, ,32.4, ,11.5, ,21.3, ,95, ,36, ,64, ,14.2, ,1.6, ,139.4, ,23.0, 
235,Verona,Sacramento Valley,9/13/2025,256,4.66, ,0.00, ,246, ,1.6, ,30.7, ,15.0, ,21.2, ,88, ,40, ,64, ,14.1, ,2.8, ,243.6, ,23.1, 
235,Verona,Sacramento Valley,9/14/2025,257,4.22, ,0.00, ,252, ,1.6, ,31.2, ,13.7, ,20.3, ,89, ,35, ,66, ,13.8, ,1.7, ,145.2, ,22.9, 
235,Verona,Sacramento Valley,9/15/2025,258,4.52,R,0.00, ,252, ,1.5, ,34.5, ,10.4, ,20.9, ,96, ,26, ,62, ,13.4, ,1.0, ,84.6, ,22.9, 
235,Verona,Sacramento Valley,9/16/2025,259,4.45, ,0.00, ,246, ,1.6, ,34.8, ,11.0, ,22.4, ,93, ,29, ,60, ,14.1, ,0.9, ,75.1, ,22.8, 
235,Verona,Sacramento Valley,9/17/2025,260,4.65, ,0.00, ,247, ,1.6, ,36.7, ,12.1, ,23.4, ,95, ,23, ,56, ,14.1, ,1.0, ,82.7, ,23.1, 
235,Verona,Sacramento Valley,9/18/2025,261,3.49,R,0.00, ,151, ,1.6, ,30.5, ,15.1, ,22.5, ,91, ,36, ,57, ,13.6, ,2.1, ,185.7, ,23.1, 
235,Verona,Sacramento Valley,9/19/2025,262,1.60, ,0.30, ,99, ,1.8,Y,25.4, ,16.9,Y,20.4, ,90, ,62, ,76,Y,15.9,Y,1.8, ,156.3, ,22.7, 
235,Verona,Sacramento Valley,9/20/2025,263,3.86, ,0.00, ,221, ,1.8, ,31.7, ,14.6, ,22.2, ,96, ,43, ,67, ,15.8, ,1.1, ,92.4, ,22.8, 
235,Verona,Sacramento Valley,9/21/2025,264,4.16, ,0.00, ,233, ,1.7, ,34.9, ,13.3, ,23.2, ,91, ,35, ,60, ,15.0, ,1.2, ,106.2, ,23.1, 
235,Verona,Sacramento Valley,9/22/2025,265,4.54, ,0.00, ,238, ,1.7, ,35.3, ,13.3, ,22.9, ,92, ,30, ,60, ,14.7, ,1.3, ,112.0, ,23.2, 
235,Verona,Sacramento Valley,9/23/2025,266,4.72, ,0.00, ,236, ,1.6, ,37.2, ,11.8, ,23.4, ,93, ,23, ,56, ,14.0, ,1.4, ,118.8, ,23.1, 
235,Verona,Sacramento Valley,9/24/2025,267,2.58,H,0.00,H,160,H,1.5,H,30.4, ,18.9,R,23.9,H,88,H,31,H,51, ,13.2, ,2.4,H,206.9,H,22.7,H
235,Verona,Sacramento Valley,9/25/2025,268,4.10, ,0.00, ,217, ,1.6, ,31.7, ,14.8, ,22.2, ,83, ,36, ,61, ,14.5, ,2.0, ,173.8, ,23.2, 
235,Verona,Sacramento Valley,9/26/2025,269,4.04, ,0.00, ,231, ,1.5, ,32.3, ,10.2, ,20.7, ,96, ,35, ,62, ,13.2, ,1.4, ,120.3, ,23.3, 
235,Verona,Sacramento Valley,9/27/2025,270,4.37, ,0.00, ,214, ,1.4, ,30.5, ,15.1, ,21.4, ,81, ,34, ,57, ,12.5, ,2.8, ,245.2, ,23.5, 
235,Verona,Sacramento Valley,9/28/2025,271,1.73, ,0.00, ,103, ,1.5, ,23.7, ,12.6, ,18.1, ,90, ,59, ,74, ,13.3, ,2.2, ,187.2, ,22.3, 
235,Verona,Sacramento Valley,9/29/2025,272,1.34, ,0.00, ,75, ,1.6, ,23.6, ,17.4,Y,19.4, ,84, ,54, ,71, ,14.0, ,2.1, ,178.4, ,21.9, 
235,Verona,Sacramento Valley,9/30/2025,273,2.12, ,0.00, ,107, ,1.5, ,25.1, ,14.2, ,19.1, ,94, ,47, ,70, ,13.4, ,2.4, ,208.4, ,21.7, 
235,Verona,Sacramento Valley,10/1/2025,274,2.04, ,0.60, ,122, ,1.5, ,25.6, ,15.0, ,18.8, ,90, ,49, ,70, ,13.3, ,1.6, ,134.7, ,21.6, 
235,Verona,Sacramento Valley,10/2/2025,275,1.33, ,5.60, ,99, ,1.6, ,23.0, ,13.0, ,17.4, ,95, ,54, ,82, ,14.3, ,1.4, ,118.0, ,21.4, 
235,Verona,Sacramento Valley,10/3/2025,276,2.19, ,1.00, ,153, ,1.5, ,24.0, ,10.4, ,16.2, ,96, ,48, ,79, ,12.6, ,1.4, ,121.4, ,20.8, 
235,Verona,Sacramento Valley,10/4/2025,277,3.31, ,0.10, ,208, ,1.3, ,27.4, ,8.8, ,16.2, ,96, ,40, ,73, ,11.4, ,1.1, ,91.5, ,20.5, 
235,Verona,Sacramento Valley,10/5/2025,278,3.51, ,0.00, ,211, ,1.3, ,27.8, ,7.3, ,16.7, ,96, ,35, ,68, ,10.8, ,1.2, ,104.9, ,20.5, 
235,Verona,Sacramento Valley,10/6/2025,279,3.86, ,0.00, ,201, ,1.2, ,31.4, ,8.0, ,18.6, ,91, ,27, ,57, ,9.9, ,1.6, ,135.5, ,20.5, 
235,Verona,Sacramento Valley,10/7/2025,280,3.86, ,0.00, ,208, ,1.2, ,34.2, ,8.6, ,18.9, ,89, ,25, ,57, ,10.2, ,1.4, ,122.9, ,20.6, 
235,Verona,Sacramento Valley,10/8/2025,281,3.63, ,0.00, ,203, ,1.3, ,27.5, ,7.7, ,16.8, ,95, ,41, ,70, ,11.4, ,2.3, ,195.4, ,20.3, 
235,Verona,Sacramento Valley,10/9/2025,282,2.92, ,0.00, ,175, ,1.3, ,24.0, ,10.9, ,17.0, ,93, ,41, ,68, ,11.0, ,1.8, ,158.6, ,20.3, 
235,Verona,Sacramento Valley,10/10/2025,283,3.22, ,0.00, ,176, ,1.2, ,24.1, ,10.1, ,17.0, ,89, ,38, ,61, ,9.5, ,2.1, ,183.4, ,20.2, 
235,Verona,Sacramento Valley,10/11/2025,284,3.08, ,0.00, ,189, ,1.0, ,23.9, ,5.8, ,14.3, ,93, ,34, ,63, ,7.4, ,1.5, ,125.9, ,19.7, 
235,Verona,Sacramento Valley,10/12/2025,285,3.07, ,0.00, ,183, ,0.9, ,25.5, ,4.3, ,14.2, ,90, ,26, ,58, ,6.0, ,1.5, ,125.6, ,18.9, 
235,Verona,Sacramento Valley,10/13/2025,286,1.78, ,2.10,H,107, ,1.1, ,20.7, ,7.2, ,12.3, ,95, ,46, ,78, ,8.5, ,2.5, ,214.2, ,18.2, 
235,Verona,Sacramento Valley,10/14/2025,287,0.04,R,1.80,H,29, ,1.3, ,12.9,R,10.4, ,11.6,Y,96, ,89, ,93,Y,10.5,Y,1.5, ,131.9, ,16.7, 
235,Verona,Sacramento Valley,10/15/2025,288,1.39, ,0.90, ,110, ,1.2, ,18.8, ,7.9, ,12.6, ,95, ,60, ,83, ,9.7, ,1.3, ,113.5, ,16.6, 
235,Verona,Sacramento Valley,10/16/2025,289,2.58, ,0.70, ,187, ,1.2, ,23.6, ,4.5, ,12.8, ,97, ,49, ,79, ,9.3, ,1.1, ,96.9, ,16.5, 
235,Verona,Sacramento Valley,10/17/2025,290,2.58, ,0.40, ,185, ,1.2, ,24.0, ,4.9, ,13.5, ,96, ,46, ,78, ,9.7, ,0.9, ,78.7, ,17.0, 
235,Verona,Sacramento Valley,10/18/2025,291,2.77, ,0.30, ,185, ,1.3, ,28.0, ,7.7, ,15.5, ,97, ,40, ,75, ,11.1, ,1.0, ,84.7, ,17.4, 
235,Verona,Sacramento Valley,10/19/2025,292,3.14, ,0.20, ,183, ,1.2, ,27.6, ,7.9, ,16.4, ,96, ,33, ,65, ,9.8, ,1.4, ,125.0, ,17.7, 
235,Verona,Sacramento Valley,10/20/2025,293,3.07, ,0.20, ,186, ,1.2, ,28.4, ,7.5, ,16.1, ,94, ,33, ,63, ,9.1, ,1.5, ,128.3, ,17.6, 
235,Verona,Sacramento Valley,10/21/2025,294,2.87, ,0.10, ,182, ,1.2, ,29.3, ,6.4, ,15.8, ,96, ,34, ,68, ,9.8, ,1.2, ,101.6, ,17.3, 
235,Verona,Sacramento Valley,10/22/2025,295,1.36, ,0.00, ,90, ,1.3, ,20.3, ,8.0, ,15.2, ,94, ,60, ,78, ,11.4, ,2.2, ,188.8, ,17.1, 
235,Verona,Sacramento Valley,10/23/2025,296,2.37, ,0.10, ,172, ,1.3, ,24.7, ,7.4, ,14.4, ,97, ,52, ,80, ,10.9, ,1.1, ,92.2, ,16.9, 
235,Verona,Sacramento Valley,10/24/2025,297,2.30, ,0.10, ,158, ,1.3, ,22.4, ,7.7, ,14.8, ,96, ,52, ,79, ,11.2, ,2.0, ,173.1, ,16.9, 
235,Verona,Sacramento Valley,10/25/2025,298,0.80, ,0.50, ,53, ,1.4, ,18.6, ,12.6, ,15.5, ,91, ,69, ,81, ,12.3, ,3.1, ,263.5, ,16.6, 
235,Verona,Sacramento Valley,10/26/2025,299,1.16, ,0.30, ,79, ,1.4, ,20.7, ,11.0, ,14.6, ,92, ,60, ,85, ,12.1, ,2.8, ,245.7, ,16.6, 
235,Verona,Sacramento Valley,10/27/2025,300,2.80, ,0.00, ,168, ,1.1, ,22.4, ,6.8, ,14.4, ,94, ,41, ,66, ,8.1, ,2.4, ,208.2, ,16.6, 
235,Verona,Sacramento Valley,10/28/2025,301,2.25,R,0.00, ,168, ,1.0, ,25.3, ,3.4, ,12.4, ,93, ,39, ,70, ,7.1, ,0.8, ,68.7, ,15.7, 
235,Verona,Sacramento Valley,10/29/2025,302,2.50, ,0.00, ,166, ,1.2, ,29.0, ,6.5, ,15.4, ,94, ,36, ,70, ,10.0, ,0.9, ,77.1, ,16.2, 
235,Verona,Sacramento Valley,10/30/2025,303,2.25, ,0.00, ,163, ,1.3, ,26.4, ,5.5, ,14.8, ,96, ,44, ,75, ,10.4, ,0.7, ,63.1, ,16.5, 
235,Verona,Sacramento Valley,10/31/2025,304,2.34,R,0.10, ,164, ,1.2, ,28.7, ,5.2, ,14.1, ,97, ,37, ,76, ,10.0, ,0.8, ,71.2, ,16.6, 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
